loan_id,customer_id,loan_purpose,loan_type,loan_amount,interest_rate,tenure_months,emi_amount,disbursement_date,maturity_date,repayment_frequency,loan_status,num_payments_made,outstanding_balance,collateral_value,num_late_payments,penalty_charges,loan_officer_id,branch_code,insurance_taken
LOAN000154,CUST06778,Education,Secured,1207787.63,13.13,240,14262.15,2020-04-08,2039-12-25,Monthly,Closed,99,298430.09,2066183.47,8,19163.64,LO179,BR13,False
LOAN000155,CUST05260,Medical,Unsecured,1043786.59,9.29,84,16947.59,2018-09-12,2025-08-06,Monthly,Active,107,835999.61,1612786.66,2,17829.42,LO182,BR41,False
LOAN000156,CUST08855,Education,Unsecured,121579.95,9.53,36,3896.27,2019-05-27,2022-05-11,Monthly,Active,82,95707.32,20004.53,11,33493.83,LO106,BR31,True
LOAN000157,CUST08806,Education,Secured,1551809.76,17.69,24,77240.47,2021-08-13,2023-08-03,Monthly,Active,20,310532.53,2481734.96,17,43213.85,LO188,BR40,False
LOAN000158,CUST09638,Education,Unsecured,134223.91,17.88,240,2059.11,2019-06-26,2039-03-13,Monthly,Active,114,53714.6,192299.45,16,22271.79,LO142,BR11,False
LOAN000159,CUST09083,Medical,Secured,92562.22,13.88,84,1728.49,2022-06-10,2029-05-04,Monthly,Closed,29,7855.25,153335.32,11,20110.5,LO129,BR27,True
LOAN000160,CUST09988,Travel,Unsecured,227529.61,18.29,12,20891.33,2018-11-03,2019-10-29,Monthly,Active,38,181126.5,47936.86,5,46179.82,LO125,BR50,False
LOAN000161,CUST05547,Home,Secured,180547.41,14.42,24,8704.47,2021-02-09,2023-01-30,Quarterly,Active,14,101433.14,199855.33,6,14614.75,LO159,BR34,True
LOAN000162,CUST06490,Medical,Secured,146124.89,11.23,24,6826.18,2021-12-15,2023-12-05,Monthly,Active,30,141633.93,179980.58,11,42331.39,LO107,BR27,False
LOAN000163,CUST06333,Wedding,Unsecured,149305.23,8.66,240,1310.86,2022-12-29,2042-09-15,Quarterly,Closed,8,78879.39,99024.65,17,24095.98,LO187,BR44,True
LOAN000164,CUST08224,Personal,Unsecured,616891.06,14.5,12,55534.1,2023-10-22,2024-10-16,Monthly,Active,235,336688.11,1178212.15,11,21495.79,LO115,BR22,False
LOAN000165,CUST03228,Education,Secured,246842.57,19.46,180,4237.14,2019-11-30,2034-09-12,Quarterly,Active,145,101498.24,455529.17,15,11364.84,LO176,BR39,True
LOAN000166,CUST07297,Travel,Secured,138933.08,20.85,180,2527.76,2021-04-23,2036-02-04,Monthly,Closed,212,109459.7,24598.22,7,40129.51,LO181,BR15,False
LOAN000167,CUST01288,Travel,Secured,82395.46,7.44,180,761.01,2022-02-15,2036-11-28,Monthly,Active,190,29108.55,72305.83,14,31395.22,LO130,BR30,False
LOAN000168,CUST09239,Home,Unsecured,119199.66,20.74,120,2362.38,2022-07-04,2032-05-12,Monthly,Active,27,427.32,109141.43,19,4046.29,LO148,BR23,False
LOAN000169,CUST04739,Wedding,Unsecured,185953.25,9.26,60,3883.59,2022-10-06,2027-09-10,Monthly,Closed,50,101593.61,48401.22,10,22804.19,LO129,BR13,False
LOAN000170,CUST04652,Education,Unsecured,257762.43,15.87,240,3561.02,2020-07-24,2040-04-10,Monthly,Active,177,91485.39,503056.63,10,45525.08,LO177,BR22,False
LOAN000171,CUST04790,Personal,Unsecured,345014.35,13.27,24,16446.4,2022-11-15,2024-11-04,Quarterly,Closed,64,20291.06,444287.06,10,27297.1,LO198,BR41,False
LOAN000172,CUST06662,Personal,Secured,272662.18,17.36,240,4074.22,2020-05-27,2040-02-12,Monthly,Active,77,97188.06,245402.16,17,12541.03,LO194,BR36,True
LOAN000173,CUST00326,Education,Secured,408385.42,14.71,36,14098.89,2018-07-12,2021-06-26,Monthly,Closed,128,382623.6,91993.39,17,34566.72,LO178,BR22,False
LOAN000174,CUST03505,Home,Secured,230640.5,,120,3381.42,2022-01-09,2031-11-18,Monthly,Closed,6,182730.17,,,,LO166,BR17,True
LOAN000175,CUST05626,Business,Unsecured,323130.19,7.6,36,10066.21,2019-03-29,2022-03-13,Monthly,Active,80,31174.9,66854.88,18,22645.89,LO188,BR41,False
LOAN000176,CUST09789,Business,Unsecured,122889.93,6.91,84,1849.34,2019-07-21,2026-06-14,Bi-Annual,Active,137,56588.14,163915.77,15,35827.54,LO152,BR27,True
LOAN000177,CUST05801,Personal,Unsecured,443395.06,10.18,240,4331.87,2023-10-19,2043-07-06,Quarterly,Active,111,52965.55,490034.17,13,38578.88,LO194,BR42,True
LOAN000178,CUST09683,Personal,Secured,362628.98,18.06,84,7634.44,2018-12-10,2025-11-03,Monthly,Active,110,69970.15,376148.28,3,6692.82,LO143,BR16,True
LOAN000179,CUST01357,Business,Secured,639022.4,16.08,24,31312.96,2022-08-12,2024-08-01,Bi-Annual,Active,204,389108.21,239366.61,15,12345.68,LO108,BR36,False
LOAN000180,CUST06053,Wedding,Unsecured,706487.74,12.98,12,63094.93,2020-03-11,2021-03-06,Monthly,Defaulted,145,6875.41,167246.48,2,1290.83,LO133,BR39,False
LOAN000181,CUST09257,Travel,Unsecured,2031048.07,14.8,60,48105.53,2022-11-29,2027-11-03,Monthly,Active,131,1280248.8,3486350.92,13,13107.82,LO181,BR26,False
LOAN000182,CUST05468,Personal,Secured,954454.79,15.66,24,46578.17,2022-11-19,2024-11-08,Bi-Annual,Active,157,198345.51,1883746.44,18,17630.43,LO127,BR24,True
LOAN000183,CUST09642,Business,Unsecured,359345.75,7.59,240,2914.67,2020-07-25,2040-04-11,Quarterly,Active,145,330290.8,655974.66,8,895.44,LO152,BR16,True
LOAN000184,CUST09508,Education,Unsecured,835502.85,,12,74038.13,2019-01-01,2019-12-27,Monthly,Closed,15,28678.55,,,,LO132,BR19,True
LOAN000185,CUST01607,Personal,Unsecured,1073358.84,20.13,48,32737.09,2023-03-02,2027-02-09,Monthly,Active,54,6296.61,911591.3,9,48764.78,LO155,BR17,False
LOAN000186,CUST03539,Wedding,Secured,171357.88,17.87,84,3588.53,2020-09-19,2027-08-14,Monthly,Under Review,176,97392.26,43153.9,4,14026.26,LO123,BR44,False
LOAN000187,CUST06001,Personal,Unsecured,118830.42,7.84,60,2400.36,2020-03-17,2025-02-19,Monthly,Active,229,11817.18,85753.96,9,29346.03,LO172,BR21,True
LOAN000188,CUST02215,Personal,Unsecured,76303.44,10.78,24,3548.55,2020-03-24,2022-03-14,Monthly,Active,116,29400.58,14793.53,5,21647.58,LO148,BR39,False
LOAN000189,CUST05743,Education,Unsecured,254051.13,9.63,120,3305.47,2024-04-12,2034-02-19,Monthly,Active,199,141052.57,495238.44,4,44967.92,LO191,BR19,False
LOAN000190,CUST09500,Personal,Secured,113036.54,12.42,48,3000.05,2021-12-13,2025-11-22,Bi-Annual,Active,44,64205.41,40924.49,6,1309.24,LO189,BR32,False
LOAN000191,CUST02220,Home,Unsecured,1173059.72,21.73,12,109639.42,2022-06-10,2023-06-05,Quarterly,Under Review,9,646012.54,896621.27,13,25411.35,LO173,BR46,False
LOAN000192,CUST07469,Business,Secured,50665.85,15.44,180,724.44,2024-03-06,2038-12-18,Monthly,Defaulted,122,17267.6,69999.84,0,39210.97,LO107,BR36,True
LOAN000193,CUST09490,Medical,Unsecured,175109.31,8.95,120,2213.48,2020-10-20,2030-08-29,Monthly,Active,139,133552.91,143920.1,2,30335.53,LO144,BR39,True
LOAN000194,CUST09414,Business,Secured,676887.54,18.67,48,20121.34,2022-06-04,2026-05-14,Quarterly,Active,62,329431.11,1091414.88,16,3795.74,LO139,BR24,False
LOAN000195,CUST09670,Home,Secured,298724.19,15.59,12,27045.58,2024-05-28,2025-05-23,Monthly,Closed,34,255543.51,8148.08,8,6677.53,LO191,BR28,False
LOAN000196,CUST08323,Personal,Secured,513592.03,19.86,120,9877.83,2021-09-27,2031-08-06,Monthly,Active,26,46636.03,919574.24,14,7613.69,LO143,BR41,False
LOAN000197,CUST03591,Personal,Unsecured,116718.52,14.04,36,3991.43,2023-01-07,2025-12-22,Monthly,Under Review,127,29195.2,52923.28,2,19251.5,LO123,BR30,False
LOAN000198,CUST07148,Education,Secured,83943.07,20.3,180,1492.93,2018-06-12,2033-03-25,Monthly,Closed,189,5126.29,20844.15,10,49407.45,LO109,BR22,True
LOAN000199,CUST08146,Business,Secured,444873.62,19.76,84,9814.76,2018-09-03,2025-07-28,Quarterly,Closed,61,127776.23,487651.66,19,43615.97,LO175,BR16,False
LOAN000200,CUST01089,Personal,Secured,398806.69,,120,4729.74,2019-04-14,2029-02-20,Monthly,Active,130,354542.68,,,,LO105,BR40,True
LOAN000201,CUST00667,Medical,Secured,483160.17,19.28,60,12608.0,2021-09-10,2026-08-15,Monthly,Active,26,440519.87,613846.57,10,35953.5,LO174,BR45,True
LOAN000202,CUST09295,Personal,Unsecured,242723.57,8.33,180,2366.07,2018-05-19,2033-03-01,Monthly,Closed,177,201320.55,132946.23,10,10051.35,LO121,BR28,True
LOAN000203,CUST02091,Personal,Secured,1072654.4,8.2,36,33712.15,2020-09-19,2023-09-04,Monthly,Active,66,432172.48,1662802.51,4,2630.14,LO150,BR15,False
LOAN000204,CUST06808,Education,Unsecured,310415.26,8.98,24,14178.39,2021-01-12,2023-01-02,Bi-Annual,Defaulted,224,220492.24,66640.19,4,18195.43,LO160,BR37,True
LOAN000205,CUST02078,Personal,Unsecured,494086.72,20.76,12,45949.39,2020-04-16,2021-04-11,Monthly,Active,208,435939.73,712948.67,0,36895.04,LO115,BR26,False
LOAN000206,CUST05548,Vehicle,Secured,384399.27,14.17,48,10537.09,2019-05-05,2023-04-14,Monthly,Closed,222,375512.15,763643.01,6,32578.74,LO123,BR39,True
LOAN000207,CUST06866,Education,Unsecured,53623.29,11.48,60,1178.78,2022-10-21,2027-09-25,Monthly,Active,178,14443.18,36155.24,0,11617.82,LO140,BR31,True
LOAN000208,CUST00613,Wedding,Unsecured,395218.24,7.36,180,3632.35,2019-09-21,2034-07-04,Monthly,Active,159,298465.68,280499.55,8,49542.18,LO168,BR34,True
LOAN000209,CUST06995,Business,Secured,462588.49,8.31,36,14562.09,2019-12-27,2022-12-11,Monthly,Under Review,144,53679.9,67492.18,7,2566.05,LO135,BR11,False
LOAN000210,CUST07928,Home,Unsecured,582283.57,9.43,84,9495.97,2020-04-03,2027-02-26,Monthly,Closed,137,1474.75,788005.77,1,42895.85,LO101,BR48,False
LOAN000211,CUST04951,Education,Secured,153743.69,9.38,180,1594.32,2021-08-10,2036-05-23,Monthly,Defaulted,206,141366.46,202524.09,15,48950.88,LO137,BR16,False
LOAN000212,CUST02694,Vehicle,Secured,591242.0,7.75,240,4853.79,2022-07-18,2042-04-04,Monthly,Active,236,398169.68,37343.77,0,40280.45,LO163,BR31,False
LOAN000213,CUST04402,Home,Unsecured,97421.98,7.75,84,1506.33,2020-01-25,2026-12-19,Monthly,Active,5,94776.84,120652.17,16,23870.08,LO153,BR39,False
LOAN000214,CUST04382,Home,Secured,350660.21,11.12,120,4854.19,2019-05-22,2029-03-30,Monthly,Active,199,242121.05,317039.31,14,16414.81,LO107,BR33,False
LOAN000215,CUST00888,Vehicle,Unsecured,167999.11,14.98,120,2708.36,2020-09-04,2030-07-14,Monthly,Active,123,59187.41,204189.42,5,41776.63,LO164,BR27,False
LOAN000216,CUST08010,Education,Unsecured,98284.68,15.4,36,3426.35,2020-12-08,2023-11-23,Monthly,Active,29,69426.08,128862.82,11,2628.27,LO184,BR16,True
LOAN000217,CUST02334,Home,Unsecured,119315.99,10.97,240,1229.13,2020-03-07,2039-11-23,Monthly,Active,75,94315.01,163559.16,2,23154.45,LO131,BR33,False
LOAN000218,CUST00769,Vehicle,Unsecured,642236.39,7.74,36,20048.41,2020-09-07,2023-08-23,Monthly,Closed,94,26503.87,1057975.1,2,8581.46,LO194,BR39,True
LOAN000219,CUST01437,Personal,Unsecured,625429.35,15.93,84,12397.4,2022-02-23,2029-01-17,Monthly,Closed,105,517416.54,230974.8,4,22846.6,LO103,BR49,False
LOAN000220,CUST03807,Travel,Unsecured,165193.79,16.67,180,2503.8,2023-01-05,2037-10-18,Monthly,Active,187,75138.73,44263.04,11,14939.28,LO156,BR37,False
LOAN000221,CUST03217,Education,Secured,232570.21,17.32,12,21246.84,2018-12-29,2019-12-24,Monthly,Active,92,61620.35,288566.19,2,27571.67,LO131,BR17,False
LOAN000222,CUST06218,Education,Secured,92339.46,20.88,120,1838.72,2019-12-10,2029-10-18,Monthly,Defaulted,41,45461.04,179502.16,8,31096.38,LO142,BR26,True
LOAN000223,CUST07530,Personal,Secured,623267.3,7.06,84,9425.07,2018-03-09,2025-01-31,Bi-Annual,Defaulted,227,7188.74,681959.04,11,27546.5,LO135,BR19,True
LOAN000224,CUST01242,Personal,Secured,601397.6,9.76,48,15183.77,2021-08-14,2025-07-24,Monthly,Under Review,144,139566.58,200823.33,12,30459.38,LO153,BR45,False
LOAN000225,CUST06221,Home,Secured,86461.52,15.36,60,2073.29,2023-06-20,2028-05-24,Monthly,Active,142,49022.37,92126.42,15,26740.78,LO106,BR21,False
LOAN000226,CUST02420,Vehicle,Unsecured,61684.74,6.66,24,2752.29,2021-06-24,2023-06-14,Monthly,Closed,186,9215.54,13282.75,9,23763.48,LO101,BR24,False
LOAN000227,CUST00334,Business,Unsecured,1118678.98,7.28,180,10230.93,2019-06-12,2034-03-25,Monthly,Closed,137,976886.75,2118655.06,17,26566.03,LO195,BR27,False
LOAN000228,CUST05326,Home,Unsecured,498925.02,,180,6185.12,2018-10-10,2033-07-23,Monthly,Closed,126,492070.29,,,,LO162,BR18,False
LOAN000229,CUST05992,Education,Unsecured,316829.03,15.41,240,4268.27,2020-06-16,2040-03-03,Monthly,Closed,70,46568.99,29694.23,7,20255.87,LO174,BR45,True
LOAN000230,CUST02821,Home,Unsecured,164453.93,17.08,24,8137.3,2023-12-31,2025-12-20,Quarterly,Active,135,117568.79,139262.06,15,39670.7,LO158,BR20,True
LOAN000231,CUST01984,Home,Unsecured,171331.41,10.35,60,3669.86,2022-10-07,2027-09-11,Monthly,Active,177,129868.06,119608.25,3,27770.64,LO190,BR13,False
LOAN000232,CUST07544,Personal,Unsecured,271548.67,16.12,120,4569.12,2018-01-11,2027-11-20,Monthly,Active,79,106894.44,47256.27,0,47386.97,LO132,BR49,True
LOAN000233,CUST09528,Vehicle,Unsecured,734236.21,12.22,36,24464.37,2022-04-06,2025-03-21,Monthly,Active,106,545015.77,1123275.33,4,22242.78,LO107,BR38,False
LOAN000234,CUST06913,Personal,Secured,153669.77,15.12,48,4286.1,2023-08-28,2027-08-07,Monthly,Active,1,148740.1,238321.79,10,41194.75,LO181,BR43,True
LOAN000235,CUST01799,Home,Unsecured,639296.76,16.88,36,22754.51,2020-02-05,2023-01-20,Monthly,Closed,166,484333.56,349557.99,10,47288.32,LO160,BR42,True
LOAN000236,CUST09996,Home,Unsecured,145723.98,10.39,48,3723.29,2023-12-14,2027-11-23,Monthly,Closed,185,118626.93,157879.59,14,47414.09,LO155,BR37,True
LOAN000237,CUST01760,Personal,Unsecured,82596.34,12.06,120,1187.88,2023-01-21,2032-11-29,Monthly,Closed,106,49785.11,66448.36,19,36632.9,LO166,BR18,False
LOAN000238,CUST04641,Wedding,Secured,265969.92,15.07,180,3735.24,2019-06-30,2034-04-12,Monthly,Active,155,232883.83,394380.42,15,2791.4,LO144,BR19,False
LOAN000239,CUST03716,Education,Unsecured,481993.71,10.09,84,8024.1,2023-09-25,2030-08-19,Bi-Annual,Active,178,437117.83,503027.84,7,33804.9,LO197,BR25,False
LOAN000240,CUST06449,Home,Secured,556876.97,21.07,240,9930.14,2023-01-14,2042-10-01,Bi-Annual,Closed,75,138358.43,976263.36,18,21961.64,LO148,BR30,True
LOAN000241,CUST04551,Medical,Unsecured,110586.11,17.72,60,2791.34,2018-05-17,2023-04-21,Monthly,Closed,79,16007.63,200688.64,18,25391.76,LO134,BR24,True
LOAN000242,CUST04370,Education,Unsecured,891024.59,16.24,24,43729.58,2019-08-05,2021-07-25,Monthly,Defaulted,108,357968.35,126125.93,0,13156.78,LO133,BR27,True
LOAN000243,CUST03131,Home,Unsecured,118559.95,17.8,12,10858.29,2020-10-30,2021-10-25,Monthly,Active,36,37914.93,70081.4,15,7845.48,LO196,BR21,False
LOAN000244,CUST03709,Wedding,Unsecured,363413.05,10.13,120,4828.73,2022-02-24,2032-01-03,Monthly,Defaulted,136,175997.02,44780.33,18,40565.82,LO176,BR19,False
LOAN000245,CUST05527,Education,Secured,102355.72,6.6,12,8837.64,2022-07-03,2023-06-28,Monthly,Defaulted,106,44664.02,11275.87,18,49473.34,LO188,BR17,True
LOAN000246,CUST04580,Education,Unsecured,347419.99,16.53,24,17098.87,2021-06-22,2023-06-12,Monthly,Active,143,61813.15,515350.4,12,5902.92,LO119,BR24,False
LOAN000247,CUST04035,Home,Unsecured,232382.96,21.45,84,5365.13,2021-09-02,2028-07-27,Monthly,Active,123,122724.65,158470.42,18,26504.18,LO140,BR19,False
LOAN000248,CUST08245,Wedding,Secured,222760.73,,180,3382.62,2020-08-13,2035-05-27,Quarterly,Active,6,77698.51,,,,LO143,BR45,False
LOAN000249,CUST07032,Vehicle,Unsecured,532757.57,9.2,180,5467.15,2019-05-04,2034-02-14,Monthly,Active,121,467570.83,1044093.84,8,39453.74,LO173,BR36,True
LOAN000250,CUST00830,Business,Secured,473884.19,19.81,180,8256.37,2018-07-25,2033-05-07,Monthly,Active,69,413200.34,735688.36,3,3168.27,LO129,BR44,False
LOAN000251,CUST04377,Home,Secured,456578.47,15.47,120,7498.17,2023-04-11,2033-02-17,Monthly,Active,49,219858.2,406098.71,10,25841.98,LO131,BR41,False
LOAN000252,CUST02739,Vehicle,Secured,49499.98,16.07,24,2425.33,2022-06-20,2024-06-09,Bi-Annual,Active,161,7682.49,7966.5,6,3372.08,LO132,BR47,True
LOAN000253,CUST08574,Personal,Secured,258444.96,14.46,36,8890.89,2018-08-16,2021-07-31,Monthly,Active,230,211461.14,349749.67,15,30913.73,LO168,BR41,True
LOAN000254,CUST03835,Personal,Secured,795938.3,17.88,60,20159.68,2023-05-11,2028-04-14,Quarterly,Active,150,117431.77,661393.25,18,2469.73,LO164,BR23,False
LOAN000255,CUST03427,Personal,Unsecured,177935.49,21.37,48,5545.37,2018-05-02,2022-04-11,Monthly,Under Review,109,66776.45,225260.84,2,45808.29,LO148,BR20,True
LOAN000256,CUST08592,Vehicle,Unsecured,956552.06,12.31,24,45166.83,2018-03-03,2020-02-21,Bi-Annual,Active,237,302743.53,715966.59,4,18280.63,LO172,BR30,True
LOAN000257,CUST00956,Home,Secured,578616.81,15.5,84,11328.36,2024-06-22,2031-05-17,Quarterly,Closed,207,305042.33,1023009.13,6,15273.4,LO140,BR46,True
LOAN000258,CUST09419,Personal,Secured,190879.4,19.74,240,3203.8,2022-04-29,2042-01-14,Monthly,Defaulted,9,161225.6,166429.09,1,36266.82,LO139,BR45,False
LOAN000259,CUST01676,Personal,Unsecured,211014.88,20.12,36,7854.98,2018-06-16,2021-05-31,Monthly,Closed,36,15458.56,382360.04,15,8075.04,LO152,BR50,False
LOAN000260,CUST05219,Personal,Secured,51614.32,19.26,240,846.96,2024-02-28,2043-11-15,Bi-Annual,Active,153,11278.25,40446.75,9,47584.54,LO169,BR47,True
LOAN000261,CUST00197,Personal,Secured,273737.88,15.19,120,4448.25,2024-06-09,2034-04-18,Monthly,Defaulted,4,82073.56,383518.56,9,10200.26,LO107,BR34,False
LOAN000262,CUST05944,Personal,Secured,121897.16,21.01,60,3298.41,2022-11-22,2027-10-27,Quarterly,Active,39,121762.73,27718.14,17,11163.39,LO100,BR13,False
LOAN000263,CUST09382,Home,Unsecured,76499.75,9.13,60,1592.84,2023-03-20,2028-02-22,Monthly,Active,2,24166.89,88296.99,4,29750.46,LO116,BR49,False
LOAN000264,CUST03606,Home,Unsecured,902768.92,9.65,180,9508.82,2021-06-07,2036-03-20,Monthly,Defaulted,128,850283.7,568546.28,12,47696.99,LO122,BR46,False
LOAN000265,CUST05110,Home,Secured,141824.21,9.86,180,1511.93,2020-12-16,2035-09-29,Bi-Annual,Active,165,19524.73,195678.46,3,34605.4,LO101,BR25,False
LOAN000266,CUST05653,Vehicle,Unsecured,1321868.61,12.74,36,44373.62,2020-07-22,2023-07-07,Quarterly,Active,7,289493.65,2117375.69,19,44849.17,LO185,BR48,False
LOAN000267,CUST05236,Business,Secured,63645.38,16.84,24,3141.88,2021-08-15,2023-08-05,Monthly,Active,62,12221.05,113770.13,2,28986.67,LO178,BR28,True
LOAN000268,CUST07262,Vehicle,Unsecured,68106.1,13.02,180,862.6,2020-07-14,2035-04-27,Quarterly,Active,15,14560.32,104975.93,10,39968.71,LO156,BR41,True
LOAN000269,CUST05806,Home,Secured,378351.94,21.22,84,8681.89,2021-02-11,2028-01-06,Monthly,Active,141,155980.53,164053.52,10,6525.27,LO154,BR32,True
LOAN000270,CUST05455,Personal,Secured,461667.5,10.23,24,21352.65,2022-01-30,2024-01-20,Monthly,Active,169,118467.84,460246.49,18,5363.3,LO135,BR44,True
LOAN000271,CUST07570,Home,Secured,1465403.65,19.12,24,73954.44,2023-07-12,2025-07-01,Monthly,Active,130,914425.08,677622.54,10,26780.17,LO149,BR33,True
LOAN000272,CUST09515,Home,Unsecured,157890.31,18.62,12,14522.01,2018-10-18,2019-10-13,Quarterly,Active,13,43404.62,2194.98,0,25499.55,LO146,BR49,False
LOAN000273,CUST01227,Home,Unsecured,233127.3,11.63,12,20672.75,2022-07-23,2023-07-18,Monthly,Closed,100,144729.79,419895.37,12,46266.48,LO125,BR42,False
LOAN000274,CUST08775,Home,Secured,754840.73,13.8,60,17485.65,2019-04-08,2024-03-12,Monthly,Defaulted,64,60697.4,1362087.01,17,44853.2,LO108,BR48,True
LOAN000275,CUST06114,Home,Secured,206356.14,18.3,240,3232.44,2022-01-25,2041-10-12,Monthly,Closed,172,29866.66,293943.62,11,24017.72,LO190,BR25,False
LOAN000276,CUST02720,Home,Secured,355070.95,,84,7829.28,2022-10-10,2029-09-03,Monthly,Active,47,185294.35,,,,LO193,BR29,True
LOAN000277,CUST07373,Business,Unsecured,66701.62,17.08,84,1366.19,2020-04-26,2027-03-21,Monthly,Closed,86,32023.12,55963.66,1,41578.19,LO163,BR26,False
LOAN000278,CUST06008,Personal,Unsecured,676427.29,20.79,180,12276.72,2020-10-04,2035-07-18,Monthly,Closed,226,653705.12,910738.33,8,10580.85,LO185,BR25,True
LOAN000279,CUST05499,Wedding,Unsecured,3083578.04,16.11,36,108576.99,2022-05-14,2025-04-28,Quarterly,Active,42,2926146.99,4304285.88,7,45487.26,LO147,BR19,False
LOAN000280,CUST09897,Personal,Unsecured,143589.71,12.79,36,4823.59,2018-03-19,2021-03-03,Monthly,Active,118,43915.06,261756.59,7,34582.47,LO188,BR42,False
LOAN000281,CUST02230,Wedding,Unsecured,2634727.65,16.16,240,36972.44,2022-07-29,2042-04-15,Bi-Annual,Active,7,2189561.43,4938248.71,12,44028.59,LO178,BR12,True
LOAN000282,CUST05666,Education,Unsecured,685230.06,15.99,180,10059.2,2018-11-29,2033-09-11,Monthly,Active,135,10058.79,678949.74,18,26244.43,LO143,BR16,False
LOAN000283,CUST08533,Personal,Unsecured,604017.12,15.06,180,8478.58,2018-03-12,2032-12-23,Monthly,Closed,156,497180.23,463852.21,2,47756.7,LO172,BR48,False
LOAN000284,CUST05010,Vehicle,Secured,323712.64,11.25,36,10636.3,2018-11-19,2021-11-03,Monthly,Active,199,149572.27,423784.11,1,36402.32,LO153,BR26,False
LOAN000285,CUST07700,Vehicle,Secured,300640.57,16.84,84,6116.07,2020-09-20,2027-08-15,Monthly,Active,65,214029.59,484195.88,15,4128.57,LO117,BR10,False
LOAN000286,CUST01356,Home,Secured,410990.98,18.91,12,37857.87,2019-11-02,2020-10-27,Monthly,Active,230,210607.59,679219.19,18,1241.78,LO187,BR49,False
LOAN000287,CUST05461,Personal,Unsecured,336545.77,21.36,84,7751.42,2020-05-22,2027-04-16,Monthly,Active,195,287893.48,56318.75,1,29741.74,LO185,BR28,False
LOAN000288,CUST01417,Personal,Unsecured,41338.94,,12,3715.79,2018-10-12,2019-10-07,Monthly,Defaulted,169,21383.47,,,,LO180,BR33,False
LOAN000289,CUST00943,Education,Secured,332682.89,18.16,240,5175.33,2020-01-07,2039-09-24,Monthly,Active,181,95564.99,9312.26,19,7901.15,LO160,BR14,False
LOAN000290,CUST03195,Business,Secured,1197169.19,18.93,48,35751.29,2020-02-17,2024-01-27,Monthly,Active,189,1116117.33,1392556.04,9,33852.68,LO133,BR38,True
LOAN000291,CUST01163,Business,Secured,453310.0,16.95,48,13068.56,2018-03-30,2022-03-09,Monthly,Active,101,69380.86,717167.85,16,26925.15,LO116,BR39,True
LOAN000292,CUST05237,Vehicle,Secured,82981.83,12.37,240,935.2,2020-07-22,2040-04-08,Monthly,Active,224,39982.19,7978.1,1,7488.52,LO127,BR47,False
LOAN000293,CUST09355,Personal,Secured,198669.25,17.6,48,5794.47,2022-06-23,2026-06-02,Monthly,Closed,156,24772.22,189209.28,5,42378.15,LO129,BR11,False
LOAN000294,CUST06374,Education,Secured,761131.38,21.65,24,39354.66,2023-07-29,2025-07-18,Monthly,Active,70,76372.94,43802.76,4,29341.26,LO138,BR16,True
