loan_id,customer_id,loan_purpose,loan_type,loan_amount,interest_rate,tenure_months,emi_amount,disbursement_date,maturity_date,repayment_frequency,loan_status,num_payments_made,outstanding_balance,collateral_value,num_late_payments,penalty_charges,loan_officer_id,branch_code,insurance_taken,loan_duration_years,total_repayment,total_interest_paid,default_flag,ltv_ratio,risk_category
LOAN000117,CUST04401,Home,Secured,113392.32,10.17,12,9977.95,2018-02-22,2019-02-17,Monthly,Closed,157,76754.51,112522.43,2.0,45635.57,LO171,BR15,False,1.0,119735.4,6343.08,False,1.0077,Low
LOAN000118,CUST09289,Personal,Secured,224347.32,18.83,60,5798.73,2021-04-05,2026-03-10,Quarterly,Active,198,87212.44,422686.37,10.0,2600.65,LO183,BR29,False,5.0,347923.8,123576.48,False,0.5308,Medium
LOAN000119,CUST09434,Education,Secured,628737.28,9.32,24,28816.1,2023-10-11,2025-09-30,Monthly,Closed,80,185036.15,279733.6,0.0,28143.25,LO140,BR10,False,2.0,691586.4,62849.12,False,2.2476,Low
LOAN000120,CUST05055,Travel,Unsecured,580921.61,21.43,84,13404.88,2018-03-23,2025-02-14,Monthly,Active,132,182331.65,526309.93,12.0,30815.37,LO117,BR31,True,7.0,1126009.92,545088.31,False,1.1038,Medium
LOAN000121,CUST02675,Medical,Unsecured,348850.92,8.35,240,2994.37,2023-10-11,2043-06-28,Bi-Annual,Active,165,71932.9,309637.48,1.0,39922.26,LO110,BR33,False,20.0,718648.8,369797.88,False,1.1266,Low
LOAN000122,CUST08870,Business,Unsecured,434947.73,12.91,12,38829.98,2024-04-20,2025-04-15,Quarterly,Closed,216,173946.29,707697.08,4.0,41815.83,LO193,BR16,False,1.0,465959.76,31012.03,False,0.6146,Low
LOAN000123,CUST06561,Vehicle,Secured,452155.84,18.41,120,8266.9,2018-01-25,2027-12-04,Monthly,Active,1,335810.1,416605.22,10.0,12811.53,LO110,BR37,False,10.0,992028.0,539872.16,False,1.0853,Medium
LOAN000124,CUST03726,Home,Secured,108526.74,8.32,48,2665.79,2021-07-12,2025-06-21,Quarterly,Under Review,202,35605.59,89130.26,3.0,37909.37,LO183,BR18,False,4.0,127957.92,19431.18,False,1.2176,Low
LOAN000125,CUST00522,Personal,Secured,1114686.9,11.37,12,44057.942500000005,2023-05-14,2024-05-08,Monthly,Active,191,204652.57,1577418.3025,12.0,16925.97,LO117,BR48,False,1.0,528695.31,-585991.59,False,0.7067,Medium
LOAN000126,CUST03756,Vehicle,Secured,166000.12,13.52,84,3066.99,2020-12-09,2027-11-03,Bi-Annual,Defaulted,180,57818.98,252314.16,7.0,13805.74,LO114,BR39,False,7.0,257627.16,91627.04,True,0.6579,High
LOAN000127,CUST06016,Home,Unsecured,79726.28,18.32,48,2355.31,2023-11-12,2027-10-22,Monthly,Active,239,31589.63,120360.24,3.0,26985.78,LO188,BR39,False,4.0,113054.88,33328.6,False,0.6624,Low
LOAN000128,CUST09625,Personal,Secured,68009.03,18.7,48,2022.73,2023-06-09,2027-05-19,Monthly,Closed,194,63886.18,23661.94,17.0,31355.11,LO146,BR19,True,4.0,97091.04,29082.01,False,2.8742,Medium
LOAN000129,CUST02516,Personal,Secured,45517.64,19.76,84,1004.21,2022-01-15,2028-12-09,Quarterly,Active,140,28240.21,43326.71,11.0,10781.5,LO173,BR49,False,7.0,84353.64,38836.0,False,1.0506,Medium
LOAN000130,CUST08779,Medical,Secured,129264.12,11.25,84,2230.34,2023-12-11,2030-11-04,Monthly,Closed,52,110219.6,38975.67,8.0,22498.54,LO139,BR14,False,7.0,187348.56,58084.44,False,3.3165,Medium
LOAN000131,CUST08243,Personal,Secured,200976.7,6.74,240,1526.96,2020-11-02,2040-07-20,Monthly,Closed,171,74129.6,42342.77,10.0,20476.57,LO154,BR35,False,20.0,366470.4,165493.7,False,4.7464,Medium
LOAN000132,CUST04386,Education,Secured,179748.12,17.65,180,2849.55,2018-08-08,2033-05-21,Monthly,Closed,147,177716.15,204377.92,3.0,3956.01,LO131,BR17,False,15.0,512919.0,333170.88,False,0.8795,Low
LOAN000133,CUST08260,Business,Secured,196756.74,14.08,180,2016.76,2019-11-25,2034-09-07,Monthly,Closed,104,42872.38,228302.64500000002,9.0,25383.190000000002,LO124,BR36,False,15.0,363016.8,166260.06,False,0.8618,Medium
LOAN000134,CUST06201,Education,Unsecured,129593.18,12.55,240,1476.93,2021-05-14,2041-01-29,Monthly,Active,87,47667.45,174794.08,7.0,26429.13,LO131,BR47,False,20.0,354463.2,224870.02,False,0.7414,Medium
LOAN000135,CUST05988,Home,Secured,366501.96,18.98,48,10954.58,2020-09-25,2024-09-04,Monthly,Closed,193,103075.87,708345.39,2.0,16481.98,LO171,BR24,True,4.0,525819.84,159317.88,False,0.5174,Low
LOAN000136,CUST03253,Business,Unsecured,451418.31,15.96,120,7550.6,2023-08-17,2033-06-25,Monthly,Active,122,370296.62,595234.16,5.0,13309.8,LO113,BR27,False,10.0,906072.0,454653.69,False,0.7584,Low
LOAN000137,CUST03892,Personal,Secured,380126.19,20.04,60,10079.48,2023-02-27,2028-02-01,Monthly,Under Review,218,133748.4,520749.08,2.0,3495.75,LO196,BR46,False,5.0,604768.8,224642.61,False,0.73,Low
LOAN000138,CUST02972,Wedding,Unsecured,44194.33,16.62,12,4022.77,2018-09-30,2019-09-25,Monthly,Active,25,37791.53,75242.03,6.0,13730.08,LO195,BR36,True,1.0,48273.24,4078.91,False,0.5874,Medium
LOAN000139,CUST00330,Personal,Secured,323201.86,12.43,36,10801.43,2020-06-01,2023-05-17,Monthly,Closed,98,144408.53,589554.6,3.0,9845.75,LO160,BR15,False,3.0,388851.48,65649.62,False,0.5482,Low
LOAN000140,CUST06448,Home,Secured,206744.06,7.01,120,2401.54,2024-01-15,2033-11-23,Monthly,Active,134,76160.59,195119.15,0.0,49835.39,LO172,BR39,True,10.0,288184.8,81440.74,False,1.0596,Low
LOAN000141,CUST07881,Business,Unsecured,172140.46,6.73,36,5293.97,2019-08-06,2022-07-21,Monthly,Active,23,76725.42,161466.05,3.0,14313.98,LO185,BR29,False,3.0,190582.92,18442.46,False,1.0661,Low
LOAN000142,CUST09606,Personal,Unsecured,748663.38,10.4,240,7424.28,2023-02-21,2042-11-08,Monthly,Closed,108,478756.17,1106754.62,12.0,43321.35,LO168,BR35,False,20.0,1781827.2,1033163.82,False,0.6764,Medium
LOAN000143,CUST04389,Home,Secured,416331.52,16.52,48,11910.12,2024-05-15,2028-04-24,Bi-Annual,Active,172,58697.02,673994.79,4.0,34132.13,LO132,BR26,True,4.0,571685.76,155354.24,False,0.6177,Low
LOAN000144,CUST07997,Personal,Unsecured,77503.72,14.08,24,3853.22,2020-07-30,2022-07-20,Monthly,Closed,14,18725.34,228302.64500000002,9.0,25383.190000000002,LO118,BR45,False,2.0,92477.28,14973.56,False,0.3395,Medium
LOAN000145,CUST04324,Education,Unsecured,691975.3,11.83,84,12152.43,2021-10-17,2028-09-10,Monthly,Closed,78,113985.38,291668.05,10.0,4859.07,LO156,BR38,False,7.0,1020804.12,328828.82,False,2.3725,Medium
LOAN000146,CUST01193,Travel,Unsecured,117874.21,19.61,120,2247.59,2021-02-26,2031-01-05,Monthly,Closed,121,50353.12,77299.83,14.0,40739.89,LO153,BR50,True,10.0,269710.8,151836.59,False,1.5249,Medium
LOAN000147,CUST05556,Business,Secured,181484.24,21.12,240,3243.38,2020-12-13,2040-08-30,Bi-Annual,Closed,235,30863.25,322690.17,3.0,48039.31,LO175,BR42,False,20.0,778411.2,596926.96,False,0.5624,Low
LOAN000148,CUST05922,Personal,Secured,235702.12,11.12,12,20844.94,2021-01-05,2021-12-31,Monthly,Closed,151,108833.47,211628.13,1.0,37507.14,LO105,BR21,False,1.0,250139.28,14437.16,False,1.1138,Low
LOAN000149,CUST03337,Business,Unsecured,72540.73,11.95,84,1278.6,2021-10-10,2028-09-03,Monthly,Defaulted,42,39980.34,75572.6,6.0,46297.46,LO112,BR13,True,7.0,107402.4,34861.67,True,0.9599,High
LOAN000150,CUST08233,Personal,Secured,202225.25,12.78,60,4578.5,2024-01-27,2028-12-31,Quarterly,Defaulted,0,81725.99,300796.82,12.0,40282.29,LO159,BR40,False,5.0,274710.0,72484.75,True,0.6723,High
LOAN000151,CUST07910,Travel,Secured,102066.64,10.81,24,4748.11,2018-04-06,2020-03-26,Monthly,Closed,16,2233.16,2497.59,3.0,5555.6,LO159,BR47,True,2.0,113954.64,11888.0,False,40.8661,Low
LOAN000152,CUST03438,Business,Secured,205613.87,16.52,84,4145.05,2021-11-01,2028-09-25,Monthly,Active,48,70953.4,343152.23,18.0,35199.27,LO103,BR31,False,7.0,348184.2,142570.33,False,0.5992,Medium
LOAN000153,CUST09920,Wedding,Secured,456406.38,20.59,12,42407.96,2022-11-28,2023-11-23,Monthly,Active,22,202334.9,758716.71,5.0,23275.39,LO148,BR19,False,1.0,508895.52,52489.14,False,0.6016,Low
LOAN000154,CUST06778,Education,Secured,1207787.63,13.13,240,14262.15,2020-04-08,2039-12-25,Monthly,Closed,99,298430.09,1577418.3025,8.0,19163.64,LO179,BR13,False,20.0,3422916.0,2215128.37,False,0.7657,Medium
LOAN000155,CUST05260,Medical,Unsecured,1043786.59,9.29,84,16947.59,2018-09-12,2025-08-06,Monthly,Active,107,813103.9975,1577418.3025,2.0,17829.42,LO182,BR41,False,7.0,1423597.56,379810.97,False,0.6617,Low
LOAN000156,CUST08855,Education,Unsecured,121579.95,9.53,36,3896.27,2019-05-27,2022-05-11,Monthly,Active,82,95707.32,20004.53,11.0,33493.83,LO106,BR31,True,3.0,140265.72,18685.77,False,6.0776,Medium
LOAN000157,CUST08806,Education,Secured,1385075.8175,17.69,24,44057.942500000005,2021-08-13,2023-08-03,Monthly,Active,20,310532.53,1577418.3025,17.0,43213.85,LO188,BR40,False,2.0,1057390.62,-327685.2,False,0.8781,Medium
LOAN000158,CUST09638,Education,Unsecured,134223.91,17.88,240,2059.11,2019-06-26,2039-03-13,Monthly,Active,114,53714.6,192299.45,16.0,22271.79,LO142,BR11,False,20.0,494186.4,359962.49,False,0.698,Medium
LOAN000159,CUST09083,Medical,Secured,92562.22,13.88,84,1728.49,2022-06-10,2029-05-04,Monthly,Closed,29,7855.25,153335.32,11.0,20110.5,LO129,BR27,True,7.0,145193.16,52630.94,False,0.6037,Medium
LOAN000160,CUST09988,Travel,Unsecured,227529.61,18.29,12,20891.33,2018-11-03,2019-10-29,Monthly,Active,38,181126.5,47936.86,5.0,46179.82,LO125,BR50,False,1.0,250695.96,23166.35,False,4.7464,Low
LOAN000161,CUST05547,Home,Secured,180547.41,14.42,24,8704.47,2021-02-09,2023-01-30,Quarterly,Active,14,101433.14,199855.33,6.0,14614.75,LO159,BR34,True,2.0,208907.28,28359.87,False,0.9034,Medium
LOAN000162,CUST06490,Medical,Secured,146124.89,11.23,24,6826.18,2021-12-15,2023-12-05,Monthly,Active,30,141633.93,179980.58,11.0,42331.39,LO107,BR27,False,2.0,163828.32,17703.43,False,0.8119,Medium
LOAN000163,CUST06333,Wedding,Unsecured,149305.23,8.66,240,1310.86,2022-12-29,2042-09-15,Quarterly,Closed,8,78879.39,99024.65,17.0,24095.98,LO187,BR44,True,20.0,314606.4,165301.17,False,1.5078,Medium
LOAN000164,CUST08224,Personal,Unsecured,616891.06,14.5,12,44057.942500000005,2023-10-22,2024-10-16,Monthly,Active,235,336688.11,1178212.15,11.0,21495.79,LO115,BR22,False,1.0,528695.31,-88195.75,False,0.5236,Medium
LOAN000165,CUST03228,Education,Secured,246842.57,19.46,180,4237.14,2019-11-30,2034-09-12,Quarterly,Active,145,101498.24,455529.17,15.0,11364.84,LO176,BR39,True,15.0,762685.2,515842.63,False,0.5419,Medium
LOAN000166,CUST07297,Travel,Secured,138933.08,20.85,180,2527.76,2021-04-23,2036-02-04,Monthly,Closed,212,109459.7,24598.22,7.0,40129.51,LO181,BR15,False,15.0,454996.8,316063.72,False,5.6481,Medium
LOAN000167,CUST01288,Travel,Secured,82395.46,7.44,180,761.01,2022-02-15,2036-11-28,Monthly,Active,190,29108.55,72305.83,14.0,31395.22,LO130,BR30,False,15.0,136981.8,54586.34,False,1.1395,Medium
LOAN000168,CUST09239,Home,Unsecured,119199.66,20.74,120,2362.38,2022-07-04,2032-05-12,Monthly,Active,27,427.32,109141.43,19.0,4046.29,LO148,BR23,False,10.0,283485.6,164285.94,False,1.0922,Medium
LOAN000169,CUST04739,Wedding,Unsecured,185953.25,9.26,60,3883.59,2022-10-06,2027-09-10,Monthly,Closed,50,101593.61,48401.22,10.0,22804.19,LO129,BR13,False,5.0,233015.4,47062.15,False,3.8419,Medium
LOAN000170,CUST04652,Education,Unsecured,257762.43,15.87,240,3561.02,2020-07-24,2040-04-10,Monthly,Active,177,91485.39,503056.63,10.0,45525.08,LO177,BR22,False,20.0,854644.8,596882.37,False,0.5124,Medium
LOAN000171,CUST04790,Personal,Unsecured,345014.35,13.27,24,16446.4,2022-11-15,2024-11-04,Quarterly,Closed,64,20291.06,444287.06,10.0,27297.1,LO198,BR41,False,2.0,394713.6,49699.25,False,0.7766,Medium
LOAN000172,CUST06662,Personal,Secured,272662.18,17.36,240,4074.22,2020-05-27,2040-02-12,Monthly,Active,77,97188.06,245402.16,17.0,12541.03,LO194,BR36,True,20.0,977812.8,705150.62,False,1.1111,Medium
LOAN000173,CUST00326,Education,Secured,408385.42,14.71,36,14098.89,2018-07-12,2021-06-26,Monthly,Closed,128,382623.6,91993.39,17.0,34566.72,LO178,BR22,False,3.0,507560.04,99174.62,False,4.4393,Medium
LOAN000174,CUST03505,Home,Secured,230640.5,14.08,120,3381.42,2022-01-09,2031-11-18,Monthly,Closed,6,182730.17,228302.64500000002,9.0,25383.190000000002,LO166,BR17,True,10.0,405770.4,175129.9,False,1.0102,Medium
LOAN000175,CUST05626,Business,Unsecured,323130.19,7.6,36,10066.21,2019-03-29,2022-03-13,Monthly,Active,80,31174.9,66854.88,18.0,22645.89,LO188,BR41,False,3.0,362383.56,39253.37,False,4.8333,Medium
LOAN000176,CUST09789,Business,Unsecured,122889.93,6.91,84,1849.34,2019-07-21,2026-06-14,Bi-Annual,Active,137,56588.14,163915.77,15.0,35827.54,LO152,BR27,True,7.0,155344.56,32454.63,False,0.7497,Medium
LOAN000177,CUST05801,Personal,Unsecured,443395.06,10.18,240,4331.87,2023-10-19,2043-07-06,Quarterly,Active,111,52965.55,490034.17,13.0,38578.88,LO194,BR42,True,20.0,1039648.8,596253.74,False,0.9048,Medium
LOAN000178,CUST09683,Personal,Secured,362628.98,18.06,84,7634.44,2018-12-10,2025-11-03,Monthly,Active,110,69970.15,376148.28,3.0,6692.82,LO143,BR16,True,7.0,641292.96,278663.98,False,0.9641,Low
LOAN000179,CUST01357,Business,Secured,639022.4,16.08,24,31312.96,2022-08-12,2024-08-01,Bi-Annual,Active,204,389108.21,239366.61,15.0,12345.68,LO108,BR36,False,2.0,751511.04,112488.64,False,2.6696,Medium
LOAN000180,CUST06053,Wedding,Unsecured,706487.74,12.98,12,44057.942500000005,2020-03-11,2021-03-06,Monthly,Defaulted,145,6875.41,167246.48,2.0,1290.83,LO133,BR39,False,1.0,528695.31,-177792.43,True,4.2242,High
LOAN000181,CUST09257,Travel,Unsecured,1385075.8175,14.8,60,44057.942500000005,2022-11-29,2027-11-03,Monthly,Active,131,813103.9975,1577418.3025,13.0,13107.82,LO181,BR26,False,5.0,2643476.55,1258400.73,False,0.8781,Medium
LOAN000182,CUST05468,Personal,Secured,954454.79,15.66,24,44057.942500000005,2022-11-19,2024-11-08,Bi-Annual,Active,157,198345.51,1577418.3025,18.0,17630.43,LO127,BR24,True,2.0,1057390.62,102935.83,False,0.6051,Medium
LOAN000183,CUST09642,Business,Unsecured,359345.75,7.59,240,2914.67,2020-07-25,2040-04-11,Quarterly,Active,145,330290.8,655974.66,8.0,895.44,LO152,BR16,True,20.0,699520.8,340175.05,False,0.5478,Medium
LOAN000184,CUST09508,Education,Unsecured,835502.85,14.08,12,44057.942500000005,2019-01-01,2019-12-27,Monthly,Closed,15,28678.55,228302.64500000002,9.0,25383.190000000002,LO132,BR19,True,1.0,528695.31,-306807.54,False,3.6596,Medium
LOAN000185,CUST01607,Personal,Unsecured,1073358.84,20.13,48,32737.09,2023-03-02,2027-02-09,Monthly,Active,54,6296.61,911591.3,9.0,48764.78,LO155,BR17,False,4.0,1571380.32,498021.48,False,1.1775,Medium
LOAN000186,CUST03539,Wedding,Secured,171357.88,17.87,84,3588.53,2020-09-19,2027-08-14,Monthly,Under Review,176,97392.26,43153.9,4.0,14026.26,LO123,BR44,False,7.0,301436.52,130078.64,False,3.9709,Low
LOAN000187,CUST06001,Personal,Unsecured,118830.42,7.84,60,2400.36,2020-03-17,2025-02-19,Monthly,Active,229,11817.18,85753.96,9.0,29346.03,LO172,BR21,True,5.0,144021.6,25191.18,False,1.3857,Medium
LOAN000188,CUST02215,Personal,Unsecured,76303.44,10.78,24,3548.55,2020-03-24,2022-03-14,Monthly,Active,116,29400.58,14793.53,5.0,21647.58,LO148,BR39,False,2.0,85165.2,8861.76,False,5.1579,Low
LOAN000189,CUST05743,Education,Unsecured,254051.13,9.63,120,3305.47,2024-04-12,2034-02-19,Monthly,Active,199,141052.57,495238.44,4.0,44967.92,LO191,BR19,False,10.0,396656.4,142605.27,False,0.513,Low
LOAN000190,CUST09500,Personal,Secured,113036.54,12.42,48,3000.05,2021-12-13,2025-11-22,Bi-Annual,Active,44,64205.41,40924.49,6.0,1309.24,LO189,BR32,False,4.0,144002.4,30965.86,False,2.7621,Medium
LOAN000191,CUST02220,Home,Unsecured,1173059.72,21.73,12,44057.942500000005,2022-06-10,2023-06-05,Quarterly,Under Review,9,646012.54,896621.27,13.0,25411.35,LO173,BR46,False,1.0,528695.31,-644364.41,False,1.3083,Medium
LOAN000192,CUST07469,Business,Secured,50665.85,15.44,180,724.44,2024-03-06,2038-12-18,Monthly,Defaulted,122,17267.6,69999.84,0.0,39210.97,LO107,BR36,True,15.0,130399.2,79733.35,True,0.7238,High
LOAN000193,CUST09490,Medical,Unsecured,175109.31,8.95,120,2213.48,2020-10-20,2030-08-29,Monthly,Active,139,133552.91,143920.1,2.0,30335.53,LO144,BR39,True,10.0,265617.6,90508.29,False,1.2167,Low
LOAN000194,CUST09414,Business,Secured,676887.54,18.67,48,20121.34,2022-06-04,2026-05-14,Quarterly,Active,62,329431.11,1091414.88,16.0,3795.74,LO139,BR24,False,4.0,965824.32,288936.78,False,0.6202,Medium
LOAN000195,CUST09670,Home,Secured,298724.19,15.59,12,27045.58,2024-05-28,2025-05-23,Monthly,Closed,34,255543.51,8148.08,8.0,6677.53,LO191,BR28,False,1.0,324546.96,25822.77,False,36.6619,Medium
LOAN000196,CUST08323,Personal,Secured,513592.03,19.86,120,9877.83,2021-09-27,2031-08-06,Monthly,Active,26,46636.03,919574.24,14.0,7613.69,LO143,BR41,False,10.0,1185339.6,671747.57,False,0.5585,Medium
LOAN000197,CUST03591,Personal,Unsecured,116718.52,14.04,36,3991.43,2023-01-07,2025-12-22,Monthly,Under Review,127,29195.2,52923.28,2.0,19251.5,LO123,BR30,False,3.0,143691.48,26972.96,False,2.2054,Low
LOAN000198,CUST07148,Education,Secured,83943.07,20.3,180,1492.93,2018-06-12,2033-03-25,Monthly,Closed,189,5126.29,20844.15,10.0,49407.45,LO109,BR22,True,15.0,268727.4,184784.33,False,4.0272,Medium
LOAN000199,CUST08146,Business,Secured,444873.62,19.76,84,9814.76,2018-09-03,2025-07-28,Quarterly,Closed,61,127776.23,487651.66,19.0,43615.97,LO175,BR16,False,7.0,824439.84,379566.22,False,0.9123,Medium
LOAN000200,CUST01089,Personal,Secured,398806.69,14.08,120,4729.74,2019-04-14,2029-02-20,Monthly,Active,130,354542.68,228302.64500000002,9.0,25383.190000000002,LO105,BR40,True,10.0,567568.8,168762.11,False,1.7468,Medium
LOAN000201,CUST00667,Medical,Secured,483160.17,19.28,60,12608.0,2021-09-10,2026-08-15,Monthly,Active,26,440519.87,613846.57,10.0,35953.5,LO174,BR45,True,5.0,756480.0,273319.83,False,0.7871,Medium
LOAN000202,CUST09295,Personal,Unsecured,242723.57,8.33,180,2366.07,2018-05-19,2033-03-01,Monthly,Closed,177,201320.55,132946.23,10.0,10051.35,LO121,BR28,True,15.0,425892.6,183169.03,False,1.8257,Medium
LOAN000203,CUST02091,Personal,Secured,1072654.4,8.2,36,33712.15,2020-09-19,2023-09-04,Monthly,Active,66,432172.48,1577418.3025,4.0,2630.14,LO150,BR15,False,3.0,1213637.4,140983.0,False,0.68,Low
LOAN000204,CUST06808,Education,Unsecured,310415.26,8.98,24,14178.39,2021-01-12,2023-01-02,Bi-Annual,Defaulted,224,220492.24,66640.19,4.0,18195.43,LO160,BR37,True,2.0,340281.36,29866.1,True,4.6581,High
LOAN000205,CUST02078,Personal,Unsecured,494086.72,20.76,12,44057.942500000005,2020-04-16,2021-04-11,Monthly,Active,208,435939.73,712948.67,0.0,36895.04,LO115,BR26,False,1.0,528695.31,34608.59,False,0.693,Low
LOAN000206,CUST05548,Vehicle,Secured,384399.27,14.17,48,10537.09,2019-05-05,2023-04-14,Monthly,Closed,222,375512.15,763643.01,6.0,32578.74,LO123,BR39,True,4.0,505780.32,121381.05,False,0.5034,Medium
LOAN000207,CUST06866,Education,Unsecured,53623.29,11.48,60,1178.78,2022-10-21,2027-09-25,Monthly,Active,178,14443.18,36155.24,0.0,11617.82,LO140,BR31,True,5.0,70726.8,17103.51,False,1.4831,Low
LOAN000208,CUST00613,Wedding,Unsecured,395218.24,7.36,180,3632.35,2019-09-21,2034-07-04,Monthly,Active,159,298465.68,280499.55,8.0,49542.18,LO168,BR34,True,15.0,653823.0,258604.76,False,1.409,Medium
LOAN000209,CUST06995,Business,Secured,462588.49,8.31,36,14562.09,2019-12-27,2022-12-11,Monthly,Under Review,144,53679.9,67492.18,7.0,2566.05,LO135,BR11,False,3.0,524235.24,61646.75,False,6.854,Medium
LOAN000210,CUST07928,Home,Unsecured,582283.57,9.43,84,9495.97,2020-04-03,2027-02-26,Monthly,Closed,137,1474.75,788005.77,1.0,42895.85,LO101,BR48,False,7.0,797661.48,215377.91,False,0.7389,Low
LOAN000211,CUST04951,Education,Secured,153743.69,9.38,180,1594.32,2021-08-10,2036-05-23,Monthly,Defaulted,206,141366.46,202524.09,15.0,48950.88,LO137,BR16,False,15.0,286977.6,133233.91,True,0.7591,High
LOAN000212,CUST02694,Vehicle,Secured,591242.0,7.75,240,4853.79,2022-07-18,2042-04-04,Monthly,Active,236,398169.68,37343.77,0.0,40280.45,LO163,BR31,False,20.0,1164909.6,573667.6,False,15.8324,Low
LOAN000213,CUST04402,Home,Unsecured,97421.98,7.75,84,1506.33,2020-01-25,2026-12-19,Monthly,Active,5,94776.84,120652.17,16.0,23870.08,LO153,BR39,False,7.0,126531.72,29109.74,False,0.8075,Medium
LOAN000214,CUST04382,Home,Secured,350660.21,11.12,120,4854.19,2019-05-22,2029-03-30,Monthly,Active,199,242121.05,317039.31,14.0,16414.81,LO107,BR33,False,10.0,582502.8,231842.59,False,1.106,Medium
LOAN000215,CUST00888,Vehicle,Unsecured,167999.11,14.98,120,2708.36,2020-09-04,2030-07-14,Monthly,Active,123,59187.41,204189.42,5.0,41776.63,LO164,BR27,False,10.0,325003.2,157004.09,False,0.8228,Low
LOAN000216,CUST08010,Education,Unsecured,98284.68,15.4,36,3426.35,2020-12-08,2023-11-23,Monthly,Active,29,69426.08,128862.82,11.0,2628.27,LO184,BR16,True,3.0,123348.6,25063.92,False,0.7627,Medium
LOAN000217,CUST02334,Home,Unsecured,119315.99,10.97,240,1229.13,2020-03-07,2039-11-23,Monthly,Active,75,94315.01,163559.16,2.0,23154.45,LO131,BR33,False,20.0,294991.2,175675.21,False,0.7295,Low
LOAN000218,CUST00769,Vehicle,Unsecured,642236.39,7.74,36,20048.41,2020-09-07,2023-08-23,Monthly,Closed,94,26503.87,1057975.1,2.0,8581.46,LO194,BR39,True,3.0,721742.76,79506.37,False,0.607,Low
LOAN000219,CUST01437,Personal,Unsecured,625429.35,15.93,84,12397.4,2022-02-23,2029-01-17,Monthly,Closed,105,517416.54,230974.8,4.0,22846.6,LO103,BR49,False,7.0,1041381.6,415952.25,False,2.7078,Low
LOAN000220,CUST03807,Travel,Unsecured,165193.79,16.67,180,2503.8,2023-01-05,2037-10-18,Monthly,Active,187,75138.73,44263.04,11.0,14939.28,LO156,BR37,False,15.0,450684.0,285490.21,False,3.7321,Medium
LOAN000221,CUST03217,Education,Secured,232570.21,17.32,12,21246.84,2018-12-29,2019-12-24,Monthly,Active,92,61620.35,288566.19,2.0,27571.67,LO131,BR17,False,1.0,254962.08,22391.87,False,0.806,Low
LOAN000222,CUST06218,Education,Secured,92339.46,20.88,120,1838.72,2019-12-10,2029-10-18,Monthly,Defaulted,41,45461.04,179502.16,8.0,31096.38,LO142,BR26,True,10.0,220646.4,128306.94,True,0.5144,High
LOAN000223,CUST07530,Personal,Secured,623267.3,7.06,84,9425.07,2018-03-09,2025-01-31,Bi-Annual,Defaulted,227,7188.74,681959.04,11.0,27546.5,LO135,BR19,True,7.0,791705.88,168438.58,True,0.9139,High
LOAN000224,CUST01242,Personal,Secured,601397.6,9.76,48,15183.77,2021-08-14,2025-07-24,Monthly,Under Review,144,139566.58,200823.33,12.0,30459.38,LO153,BR45,False,4.0,728820.96,127423.36,False,2.9947,Medium
